motif_contact,mode_contact,domaine,date_creation_affaire,delai_traitement,tranche_age,genre,annee_adhesion,situation_familiale,region_anterieure,region_nouvelle,gamme,libelle_gamme,offre,libelle_offre,formule,libelle_formule,t_centre3,fonctionevo,cible,vague,Recommandation,Premier contact MGEN ?,Votre interlocuteur vous a-t-il semblé tout mettre en œuvre pour répondre à votre demande?,réponse claire,réponse appropriée,réponse complète,Satisfaction globale
Demande de documents,Appel Entrant,02- Gestion du dossier RC/Mise à jour,3/24/2016,0,65 ans et +,Féminin,1976,Divorcé(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,10,Oui,Oui plutôt,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Accueil physique,07- Hospitalisation  et soins coûteux/Hospitalisation,3/24/2016,0,55-64 ans,Féminin,1986,Divorcé(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Email entrant,01- Gestion du dossier RO/CEAM,3/23/2016,1,55-64 ans,Féminin,2003,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,2/18/2016,34,35-44 ans,Masculin,2004,Célibataire,,,1,Offre globale,1,Offre Globale référencée,3,Offre globale,,,Mail,201613,4,Non,,Oui plutôt,Non plutôt pas,Non pas du tout,Moyennement satisfait
Proposition de prestations ou de services,Accueil physique,15- Offres complémentaires/MGEN Complément Autonomie,1/22/2016,60,55-64 ans,Féminin,1992,Divorcé(e),PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,1,Non,Non pas du tout,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/21/2016,0,45-54 ans,Féminin,1977,Marié(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,,,Mail,201613,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Accueil physique,01- Gestion du dossier RO/CEAM,3/22/2016,0,65 ans et +,Féminin,1968,Veuf/veuve,BASSE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,06- Santé/Cures thermales,3/23/2016,0,55-64 ans,Masculin,2000,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/23/2016,1,45-54 ans,Féminin,1996,Concubin(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,6,Non,,Oui tout à fait,Non plutôt pas,Oui plutôt,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/21/2016,3,65 ans et +,Masculin,1976,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,7,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Pharmacie,3/23/2016,0,65 ans et +,Masculin,1965,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Accidents,3/23/2016,1,45-54 ans,Masculin,1979,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,6,Non,,Non plutôt pas,Non pas du tout,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Prise en charge,3/23/2016,1,35-44 ans,Féminin,2000,Divorcé(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,01- Gestion du dossier RO/Mise à jour,3/25/2016,0,35-44 ans,Féminin,2014,Pacsé(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,3,Non,Non plutôt pas,Oui plutôt,Non pas du tout,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/22/2016,3,45-54 ans,Féminin,2003,Concubin(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/23/2016,0,55-64 ans,Féminin,2002,Divorcé(e),HAUTE-NORMANDIE,NORMANDIE,3,Efficience Santé,6,Efficience santé individuelle,37,Efficience Santé Evolution,Centres d'Appels,Téléconseiller,Téléphone,201613,5,Non,Non plutôt pas,Non plutôt pas,Non plutôt pas,Non pas du tout,Pas du tout satisfait
Demande de documents,Appel Entrant,06- Santé/Accidents,3/17/2016,7,55-64 ans,Féminin,1977,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Téléphone,201613,9,Oui,Oui tout à fait,Oui plutôt,Oui plutôt,Oui plutôt,Très satisfait
Demande de modifications,Appel Entrant,01- Gestion du dossier RO/Sesam Vitale,3/23/2016,0,65 ans et +,Masculin,1969,Divorcé(e),GUYANE,GUYANE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/21/2016,0,35-44 ans,Masculin,2002,Pacsé(e),FRANCHE-COMTE,BOURGOGNE-FRANCHE-COMTE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,4,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",3/8/2016,13,35-44 ans,Masculin,1998,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,7,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande de documents,Appel Entrant,01- Gestion du dossier RO/Sesam Vitale,3/25/2016,0,65 ans et +,Féminin,1971,Célibataire,NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/14/2016,8,65 ans et +,Masculin,1968,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Réclamation,201613,,,,,,,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,21 - Internet/Services Espace personnel,3/23/2016,2,25-34 ans,Masculin,2012,Célibataire,,,1,Offre globale,1,Offre Globale référencée,3,Offre globale,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Ostéopathie,3/22/2016,0,45-54 ans,Masculin,1991,Divorcé(e),LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201613,7,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,12- Actions sociales/Aides financières,3/23/2016,0,45-54 ans,Féminin,2010,Séparé(e),BOURGOGNE,BOURGOGNE-FRANCHE-COMTE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Courrier entrant,14- Autonomie/Dépendance,3/25/2016,0,65 ans et +,Masculin,1973,Veuf/veuve,MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Courrier,201613,5,Non,,Non plutôt pas,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,01- Gestion du dossier RO/Droits,3/21/2016,0,18-24 ans,Féminin,1995,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,11,MGEN Référence,,,Téléphone,201613,5,Non,Non plutôt pas,Non plutôt pas,Non plutôt pas,Non pas du tout,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Actes médicaux courants,3/24/2016,0,65 ans et +,Féminin,1982,Divorcé(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller Spécialiste,Téléphone,201613,7,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Ostéopathie,3/4/2016,20,45-54 ans,Féminin,1990,Concubin(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,3,Non,,Non plutôt pas,Non pas du tout,Non plutôt pas,Peu satisfait
Demande de documents,Email entrant,09- Maternité - Aide familiale/Guide de surveillance maternité,3/24/2016,0,25-34 ans,Féminin,1982,Concubin(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,,,Mail,201613,7,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,11- Aides au logement/Solutions acquisitions,3/25/2016,0,55-64 ans,Masculin,1980,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,15,MGEN Référence,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Courrier entrant,11- Aides au logement/Assurance emprunteurs (ITT/AERAS),3/24/2016,0,45-54 ans,Masculin,1985,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Courrier,201613,1,Non,,Oui plutôt,Oui plutôt,Oui plutôt,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/21/2016,0,65 ans et +,Féminin,1973,Divorcé(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Téléphone,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Accueil physique,06- Santé/Actes médicaux courants,3/15/2016,10,55-64 ans,Féminin,1977,Marié(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,02- Gestion du dossier RC/Mise à jour,3/23/2016,0,65 ans et +,Masculin,1972,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,6,Oui,Oui tout à fait,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Orthodontie,3/21/2016,1,45-54 ans,Masculin,1993,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Réception de documents,Courrier entrant,04- Cotisations/Echéancier,3/22/2016,0,45-54 ans,Féminin,1988,Concubin(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201613,6,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,10- Allocations et indemnités/Allocations journalières RC MGEN,3/23/2016,0,45-54 ans,Féminin,2002,Marié(e),LIMOUSIN,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,2/18/2016,33,65 ans et +,Masculin,1974,Concubin(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,9,Oui,,Oui plutôt,Non plutôt pas,Non pas du tout,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Mise à jour,3/24/2016,0,25-34 ans,Féminin,2004,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Réception de documents,Courrier entrant,02- Gestion du dossier RC/Changement d'offre,3/3/2016,22,45-54 ans,Féminin,2007,Divorcé(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,CMU Complémentaire,,Sortie CMUComplémentaire,34,Sortie CMU,Sections départementales,Conseiller Accueil Développement Services,Courrier,201613,8,Non,,Non plutôt pas,Non plutôt pas,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,02- Gestion du dossier RC/Droits,3/23/2016,0,18-24 ans,Féminin,1987,Célibataire,BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,33,Offre jeunes,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui plutôt,Très satisfait
Démission  volontaire,Courrier entrant,02- Gestion du dossier RC/Mise à jour,3/1/2016,20,55-64 ans,Féminin,1977,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Courrier,201613,5,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Echéancier,3/21/2016,4,35-44 ans,Féminin,2003,Célibataire,PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,4,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Proposition de prestations ou de services,Accueil physique,15- Offres complémentaires/MGEN Complément Autonomie,3/21/2016,0,65 ans et +,Féminin,1971,Marié(e),BASSE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,8,Oui,Oui tout à fait,Oui plutôt,Oui plutôt,Oui plutôt,Très satisfait
Demande d'informations et d'explications,Email entrant,14- Autonomie/Handicap,3/16/2016,9,35-44 ans,Masculin,2003,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,4,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,01- Gestion du dossier RO/Affections longues durées,3/22/2016,0,25-34 ans,Féminin,2011,Célibataire,PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,6,Non,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Moyennement satisfait
Demande d'informations et d'explications,Courrier entrant,06- Santé/Soins à l'étranger,3/24/2016,0,55-64 ans,Masculin,1969,Séparé(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Courrier,201613,9,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Très satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/23/2016,0,65 ans et +,Masculin,1959,Marié(e),LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Démission  volontaire,Email entrant,02- Gestion du dossier RC/Résiliation,3/22/2016,0,45-54 ans,Féminin,1992,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,10,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Très satisfait
Réception de documents,Accueil physique,06- Santé/Ostéopathie,3/21/2016,0,55-64 ans,Féminin,1976,Concubin(e),HAUTE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Proposition de prestations ou de services,Accueil physique,15- Offres complémentaires/MGEN Complément Autonomie,3/25/2016,0,65 ans et +,Masculin,1968,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/21/2016,1,45-54 ans,Féminin,2014,Séparé(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,5,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Pas du tout satisfait
Demande de modifications,Appel Entrant,04- Cotisations/Calcul de la cotisation,3/15/2016,10,55-64 ans,Masculin,1983,Marié(e),LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Téléphone,201613,1,Non,Non plutôt pas,Non plutôt pas,Non pas du tout,Non pas du tout,Pas du tout satisfait
